homeownership,verified_income,income_band,emp_length_bucket,state,borrower_segment_id
MORTGAGE,Verified,High,1-2,TN,3230
MORTGAGE,Verified,Lower-Mid,1-2,CA,3231
OWN,Verified,Low,,ND,3232
OWN,Source Verified,High,0 or less,IL,3233
RENT,Source Verified,Lower-Mid,0 or less,AR,3234
MORTGAGE,Not Verified,Upper-Mid,0 or less,KS,3235
MORTGAGE,Source Verified,Low,3-5,AL,3236
MORTGAGE,Source Verified,Lower-Mid,0 or less,FL,3237
MORTGAGE,Verified,Low,0 or less,SC,3238
RENT,Not Verified,Low,3-5,CO,3239
RENT,Verified,Low,6-10,SC,3240
MORTGAGE,Source Verified,Upper-Mid,3-5,NY,3241
MORTGAGE,Source Verified,Low,,SC,3242
MORTGAGE,Source Verified,High,6-10,WV,3243
MORTGAGE,Not Verified,Low,6-10,NV,3244
MORTGAGE,Not Verified,Low,3-5,AL,3245
MORTGAGE,Verified,Low,,LA,3246
MORTGAGE,Verified,High,3-5,UT,3247
RENT,Source Verified,Lower-Mid,6-10,MS,3248
RENT,Verified,Low,6-10,UT,3249
OWN,Verified,High,3-5,AZ,3250
RENT,Verified,Upper-Mid,0 or less,NJ,3251
MORTGAGE,Verified,Low,1-2,OR,3252
RENT,Not Verified,High,1-2,HI,3253
OWN,Not Verified,Upper-Mid,6-10,MO,3254
RENT,Not Verified,Upper-Mid,1-2,DC,3255
MORTGAGE,Not Verified,Upper-Mid,,AL,3256
OWN,Source Verified,Low,3-5,NY,3257
MORTGAGE,Not Verified,Lower-Mid,3-5,MD,3258
OWN,Source Verified,Upper-Mid,1-2,PA,3259
MORTGAGE,Source Verified,Low,6-10,DE,3260
MORTGAGE,Not Verified,Upper-Mid,0 or less,AL,3261
OWN,Source Verified,Low,,MD,3262
MORTGAGE,Source Verified,Upper-Mid,1-2,TN,3263
RENT,Verified,Low,6-10,AZ,3264
RENT,Verified,Lower-Mid,3-5,TX,3265
RENT,Not Verified,High,6-10,DC,3266
RENT,Source Verified,Upper-Mid,6-10,AR,3267
MORTGAGE,Verified,Lower-Mid,3-5,MI,3268
RENT,Source Verified,Lower-Mid,0 or less,MA,3269
MORTGAGE,Verified,High,3-5,CO,3270
RENT,Source Verified,Low,,NV,3271
MORTGAGE,Verified,High,3-5,OH,3272
RENT,Source Verified,High,0 or less,NV,3273
OWN,Not Verified,Low,3-5,WA,3274
MORTGAGE,Not Verified,High,1-2,WI,3275
MORTGAGE,Source Verified,Lower-Mid,0 or less,OK,3276
MORTGAGE,Not Verified,Upper-Mid,,IL,3277
MORTGAGE,Not Verified,Low,1-2,FL,3278
MORTGAGE,Verified,Lower-Mid,1-2,HI,3279
MORTGAGE,Verified,Low,,MS,3280
MORTGAGE,Verified,High,0 or less,AZ,3281
MORTGAGE,Verified,Lower-Mid,3-5,LA,3282
MORTGAGE,Source Verified,Upper-Mid,3-5,MS,3283
RENT,Verified,High,0 or less,TX,3284
RENT,Source Verified,Low,0 or less,MS,3285
MORTGAGE,Not Verified,Lower-Mid,3-5,MO,3286
MORTGAGE,Not Verified,Low,1-2,NJ,3287
RENT,Verified,Upper-Mid,,FL,3288
MORTGAGE,Not Verified,Lower-Mid,1-2,NV,3289
MORTGAGE,Source Verified,Lower-Mid,6-10,SD,3290
MORTGAGE,Verified,Lower-Mid,3-5,PA,3291
RENT,Verified,Lower-Mid,3-5,AK,3292
OWN,Verified,Low,1-2,CA,3293
RENT,Verified,Lower-Mid,6-10,KY,3294
OWN,Not Verified,Upper-Mid,0 or less,TX,3295
MORTGAGE,Source Verified,Low,3-5,MN,3296
OWN,Not Verified,Lower-Mid,,NJ,3297
MORTGAGE,Not Verified,High,1-2,NM,3298
MORTGAGE,Not Verified,High,1-2,VA,3299
OWN,Not Verified,High,6-10,CT,3300
RENT,Not Verified,High,0 or less,MD,3301
RENT,Verified,Low,3-5,OH,3302
OWN,Source Verified,High,3-5,NJ,3303
RENT,Not Verified,Low,,RI,3304
RENT,Not Verified,Upper-Mid,3-5,VT,3305
RENT,Verified,Upper-Mid,6-10,CT,3306
RENT,Verified,Lower-Mid,3-5,WY,3307
OWN,Source Verified,Lower-Mid,3-5,MS,3308
MORTGAGE,Verified,Lower-Mid,3-5,NV,3309
MORTGAGE,Source Verified,Lower-Mid,,SC,3310
RENT,Source Verified,Lower-Mid,,KY,3311
MORTGAGE,Verified,Lower-Mid,3-5,NY,3312
RENT,Not Verified,Lower-Mid,,VA,3313
OWN,Not Verified,Low,,ID,3314
RENT,Not Verified,Upper-Mid,0 or less,MI,3315
OWN,Not Verified,Low,1-2,VA,3316
OWN,Source Verified,Upper-Mid,6-10,NE,3317
MORTGAGE,Not Verified,Upper-Mid,3-5,GA,3318
MORTGAGE,Source Verified,Upper-Mid,0 or less,KS,3319
OWN,Not Verified,Low,6-10,AZ,3320
MORTGAGE,Source Verified,Low,1-2,HI,3321
OWN,Verified,Lower-Mid,,TX,3322
RENT,Not Verified,High,3-5,CT,3323
MORTGAGE,Not Verified,High,3-5,NC,3324
MORTGAGE,Source Verified,Lower-Mid,1-2,SD,3325
MORTGAGE,Verified,Lower-Mid,1-2,CO,3326
MORTGAGE,Not Verified,High,1-2,NJ,3327
OWN,Source Verified,Lower-Mid,,FL,3328
RENT,Source Verified,Lower-Mid,6-10,MI,3329
RENT,Source Verified,Upper-Mid,0 or less,SC,3330
OWN,Source Verified,Low,0 or less,OH,3331
MORTGAGE,Verified,Low,6-10,NJ,3332
OWN,Not Verified,Upper-Mid,3-5,KY,3333
RENT,Verified,Upper-Mid,,CT,3334
OWN,Not Verified,Lower-Mid,6-10,WA,3335
MORTGAGE,Source Verified,Low,6-10,WV,3336
OWN,Verified,Low,6-10,AR,3337
MORTGAGE,Source Verified,High,,NY,3338
RENT,Source Verified,Upper-Mid,3-5,NE,3339
MORTGAGE,Not Verified,,3-5,IL,3340
MORTGAGE,Source Verified,Upper-Mid,3-5,MA,3341
RENT,Source Verified,Low,,LA,3342
MORTGAGE,Source Verified,Lower-Mid,0 or less,LA,3343
MORTGAGE,Not Verified,Low,0 or less,NV,3344
MORTGAGE,Not Verified,Upper-Mid,3-5,MD,3345
MORTGAGE,Not Verified,Low,6-10,LA,3346
OWN,Verified,Upper-Mid,6-10,MD,3347
MORTGAGE,Source Verified,High,0 or less,WI,3348
MORTGAGE,Source Verified,High,3-5,NE,3349
RENT,Verified,Upper-Mid,3-5,MA,3350
MORTGAGE,Source Verified,Lower-Mid,6-10,ME,3351
MORTGAGE,Source Verified,Lower-Mid,3-5,UT,3352
RENT,Verified,Low,1-2,MO,3353
MORTGAGE,Source Verified,Lower-Mid,0 or less,CT,3354
OWN,Source Verified,Low,6-10,TN,3355
RENT,Source Verified,Low,,GA,3356
OWN,Source Verified,Lower-Mid,1-2,HI,3357
OWN,Source Verified,Lower-Mid,6-10,AZ,3358
OWN,Not Verified,Lower-Mid,3-5,FL,3359
MORTGAGE,Not Verified,Low,1-2,WI,3360
OWN,Source Verified,Upper-Mid,,MI,3361
RENT,Not Verified,High,,NY,3362
MORTGAGE,Not Verified,High,3-5,MN,3363
RENT,Verified,High,3-5,AL,3364
RENT,Verified,Upper-Mid,1-2,GA,3365
OWN,Source Verified,High,,NV,3366
MORTGAGE,Source Verified,Lower-Mid,,MI,3367
MORTGAGE,Verified,Lower-Mid,6-10,OK,3368
RENT,Not Verified,High,6-10,MI,3369
RENT,Source Verified,Lower-Mid,6-10,OR,3370
RENT,Verified,Upper-Mid,,NJ,3371
OWN,Source Verified,Lower-Mid,1-2,OH,3372
RENT,Source Verified,Lower-Mid,3-5,SC,3373
RENT,Verified,High,3-5,NV,3374
RENT,Source Verified,Low,0 or less,NH,3375
MORTGAGE,Not Verified,Lower-Mid,1-2,MS,3376
RENT,Not Verified,Lower-Mid,3-5,NC,3377
MORTGAGE,Source Verified,Low,0 or less,MN,3378
MORTGAGE,Source Verified,Low,,NH,3379
RENT,Source Verified,High,6-10,ME,3380
RENT,Verified,Lower-Mid,,AZ,3381
OWN,Verified,Low,,OK,3382
RENT,Source Verified,High,1-2,WI,3383
RENT,Not Verified,Low,1-2,GA,3384
MORTGAGE,Not Verified,Low,1-2,NY,3385
OWN,Source Verified,Lower-Mid,1-2,NC,3386
RENT,Source Verified,Upper-Mid,1-2,AK,3387
RENT,Source Verified,Lower-Mid,1-2,RI,3388
MORTGAGE,Source Verified,High,3-5,AK,3389
OWN,Not Verified,Lower-Mid,3-5,ID,3390
MORTGAGE,Source Verified,Lower-Mid,3-5,WA,3391
MORTGAGE,Verified,High,,AL,3392
OWN,Verified,Lower-Mid,0 or less,NC,3393
MORTGAGE,Verified,High,6-10,MT,3394
MORTGAGE,Not Verified,Lower-Mid,1-2,NJ,3395
RENT,Verified,Lower-Mid,6-10,CT,3396
MORTGAGE,Not Verified,,,TN,3397
MORTGAGE,Not Verified,Low,0 or less,IL,3398
MORTGAGE,Verified,Lower-Mid,0 or less,NY,3399
MORTGAGE,Verified,Upper-Mid,1-2,IN,3400
RENT,Source Verified,Upper-Mid,1-2,OH,3401
OWN,Verified,Lower-Mid,,CA,3402
MORTGAGE,Verified,High,3-5,VA,3403
OWN,Source Verified,Low,1-2,CT,3404
MORTGAGE,Verified,High,1-2,PA,3405
OWN,Not Verified,Upper-Mid,3-5,KS,3406
MORTGAGE,Verified,Lower-Mid,,FL,3407
OWN,Verified,Lower-Mid,,OH,3408
RENT,Verified,Upper-Mid,3-5,LA,3409
OWN,Not Verified,Lower-Mid,1-2,MS,3410
RENT,Source Verified,Low,0 or less,SC,3411
OWN,Source Verified,Low,3-5,IL,3412
RENT,Not Verified,Low,,NH,3413
RENT,Source Verified,Lower-Mid,,NY,3414
RENT,Not Verified,Low,6-10,IN,3415
MORTGAGE,Verified,Lower-Mid,6-10,VT,3416
RENT,Not Verified,Lower-Mid,3-5,MI,3417
MORTGAGE,Not Verified,Low,3-5,WA,3418
MORTGAGE,Not Verified,Lower-Mid,3-5,LA,3419
MORTGAGE,Not Verified,Lower-Mid,3-5,NH,3420
RENT,Not Verified,Low,0 or less,CO,3421
MORTGAGE,Verified,Upper-Mid,1-2,NV,3422
OWN,Source Verified,Lower-Mid,0 or less,AZ,3423
OWN,Source Verified,High,6-10,KS,3424
RENT,Source Verified,Upper-Mid,6-10,CO,3425
RENT,Not Verified,High,6-10,OR,3426
RENT,Source Verified,Upper-Mid,1-2,IN,3427
OWN,Verified,Low,6-10,NC,3428
RENT,Source Verified,Lower-Mid,6-10,DE,3429
OWN,Verified,Upper-Mid,6-10,NJ,3430
OWN,Verified,Lower-Mid,1-2,OH,3431
MORTGAGE,Source Verified,Upper-Mid,3-5,WV,3432
OWN,Verified,Low,,NE,3433
MORTGAGE,Source Verified,Low,3-5,ID,3434
MORTGAGE,Not Verified,Lower-Mid,3-5,TN,3435
MORTGAGE,Source Verified,Lower-Mid,0 or less,AZ,3436
OWN,Verified,Low,,NC,3437
RENT,Source Verified,Lower-Mid,,NV,3438
MORTGAGE,Verified,Low,0 or less,CA,3439
RENT,Source Verified,Lower-Mid,0 or less,OH,3440
OWN,Source Verified,High,3-5,MN,3441
MORTGAGE,Source Verified,High,3-5,OH,3442
MORTGAGE,Verified,High,3-5,MD,3443
OWN,Source Verified,Low,6-10,NM,3444
RENT,Source Verified,Upper-Mid,0 or less,MN,3445
RENT,Verified,High,3-5,OH,3446
OWN,Not Verified,High,0 or less,KS,3447
OWN,Not Verified,High,6-10,AR,3448
MORTGAGE,Source Verified,Upper-Mid,1-2,AK,3449
RENT,Source Verified,Upper-Mid,0 or less,OH,3450
OWN,Not Verified,Low,1-2,PA,3451
RENT,Verified,Upper-Mid,0 or less,OH,3452
OWN,Verified,Low,,AZ,3453
RENT,Verified,High,3-5,WA,3454
OWN,Not Verified,Lower-Mid,,TN,3455
OWN,Not Verified,High,6-10,OR,3456
MORTGAGE,Source Verified,Upper-Mid,,WA,3457
RENT,Source Verified,Low,0 or less,LA,3458
OWN,Not Verified,Lower-Mid,6-10,MN,3459
MORTGAGE,Source Verified,High,3-5,WA,3460
MORTGAGE,Verified,Lower-Mid,,NJ,3461
OWN,Source Verified,High,3-5,CA,3462
MORTGAGE,Not Verified,Low,1-2,RI,3463
MORTGAGE,Not Verified,Low,0 or less,AL,3464
MORTGAGE,Source Verified,Low,3-5,LA,3465
RENT,Source Verified,Upper-Mid,,PA,3466
MORTGAGE,Not Verified,Upper-Mid,,MS,3467
RENT,Not Verified,Lower-Mid,,OR,3468
RENT,Verified,Low,,IL,3469
RENT,Verified,Low,0 or less,WA,3470
MORTGAGE,Not Verified,Low,6-10,ME,3471
MORTGAGE,Not Verified,Lower-Mid,6-10,CT,3472
RENT,Verified,Low,3-5,MA,3473
RENT,Source Verified,Low,6-10,LA,3474
RENT,Verified,Upper-Mid,6-10,OK,3475
MORTGAGE,Not Verified,Upper-Mid,,ID,3476
MORTGAGE,Not Verified,Upper-Mid,3-5,TN,3477
RENT,Verified,Low,3-5,NC,3478
OWN,Not Verified,Upper-Mid,6-10,MI,3479
MORTGAGE,Not Verified,Lower-Mid,,MN,3480
MORTGAGE,Source Verified,Upper-Mid,,TX,3481
OWN,Source Verified,Upper-Mid,0 or less,IL,3482
OWN,Verified,Lower-Mid,,PA,3483
OWN,Verified,Lower-Mid,1-2,CA,3484
RENT,Verified,Low,1-2,TX,3485
MORTGAGE,Source Verified,Upper-Mid,6-10,MS,3486
OWN,Verified,Lower-Mid,6-10,OK,3487
OWN,Verified,Low,6-10,MI,3488
OWN,Not Verified,Lower-Mid,1-2,NC,3489
OWN,Not Verified,Upper-Mid,,TX,3490
MORTGAGE,Source Verified,High,3-5,MO,3491
RENT,Verified,Lower-Mid,,NV,3492
OWN,Verified,Upper-Mid,1-2,FL,3493
MORTGAGE,Not Verified,Low,,MO,3494
MORTGAGE,Not Verified,Lower-Mid,,WI,3495
MORTGAGE,Verified,Lower-Mid,1-2,AZ,3496
RENT,Verified,Upper-Mid,,RI,3497
MORTGAGE,Verified,Lower-Mid,,CT,3498
RENT,Not Verified,Upper-Mid,1-2,NM,3499
MORTGAGE,Verified,Low,3-5,VA,3500
MORTGAGE,Source Verified,Lower-Mid,0 or less,VT,3501
OWN,Source Verified,Lower-Mid,6-10,MN,3502
OWN,Verified,Low,3-5,VA,3503
RENT,Not Verified,Upper-Mid,3-5,MN,3504
RENT,Source Verified,Lower-Mid,1-2,AR,3505
MORTGAGE,Not Verified,Low,6-10,SC,3506
MORTGAGE,Verified,Lower-Mid,3-5,KY,3507
OWN,Source Verified,Upper-Mid,0 or less,OR,3508
MORTGAGE,Not Verified,Upper-Mid,3-5,WI,3509
RENT,Verified,Low,3-5,ID,3510
OWN,Not Verified,Upper-Mid,,FL,3511
RENT,Not Verified,Lower-Mid,1-2,GA,3512
OWN,Verified,Low,,MD,3513
MORTGAGE,Not Verified,Lower-Mid,,AL,3514
RENT,Source Verified,Lower-Mid,3-5,OK,3515
MORTGAGE,Not Verified,Low,,TX,3516
OWN,Verified,High,1-2,PA,3517
OWN,Source Verified,Upper-Mid,1-2,CO,3518
OWN,Verified,Lower-Mid,,MI,3519
RENT,Source Verified,Lower-Mid,1-2,AL,3520
MORTGAGE,Verified,Upper-Mid,1-2,WA,3521
OWN,Verified,Lower-Mid,1-2,NJ,3522
RENT,Source Verified,Lower-Mid,0 or less,AL,3523
OWN,Source Verified,Upper-Mid,3-5,MS,3524
MORTGAGE,Source Verified,High,0 or less,NJ,3525
RENT,Verified,Lower-Mid,3-5,NM,3526
RENT,Source Verified,Low,,OH,3527
MORTGAGE,Verified,Upper-Mid,3-5,IN,3528
MORTGAGE,Not Verified,Lower-Mid,3-5,WA,3529
RENT,Verified,Low,1-2,CO,3530
MORTGAGE,Verified,Low,6-10,KS,3531
RENT,Source Verified,Lower-Mid,3-5,ID,3532
OWN,Not Verified,Upper-Mid,6-10,AR,3533
MORTGAGE,Verified,Lower-Mid,,MN,3534
OWN,Source Verified,Low,3-5,SC,3535
MORTGAGE,Verified,Lower-Mid,6-10,RI,3536
MORTGAGE,Verified,High,0 or less,AL,3537
MORTGAGE,Verified,Upper-Mid,1-2,ME,3538
MORTGAGE,Verified,Upper-Mid,0 or less,MO,3539
OWN,Verified,Low,6-10,ID,3540
MORTGAGE,Source Verified,Upper-Mid,6-10,WV,3541
RENT,Verified,Lower-Mid,3-5,NC,3542
OWN,Verified,Lower-Mid,,NC,3543
MORTGAGE,Verified,Low,,AL,3544
RENT,Not Verified,Low,3-5,NH,3545
RENT,Verified,Upper-Mid,3-5,UT,3546
MORTGAGE,Source Verified,High,0 or less,OH,3547
MORTGAGE,Verified,High,0 or less,OR,3548
OWN,Source Verified,High,0 or less,NY,3549
MORTGAGE,Verified,Lower-Mid,3-5,VA,3550
RENT,Not Verified,High,0 or less,FL,3551
MORTGAGE,Source Verified,High,1-2,MN,3552
MORTGAGE,Source Verified,Lower-Mid,1-2,MN,3553
MORTGAGE,Verified,Upper-Mid,6-10,MS,3554
OWN,Not Verified,High,6-10,NE,3555
RENT,Verified,Lower-Mid,0 or less,FL,3556
MORTGAGE,Verified,Low,0 or less,OK,3557
RENT,Not Verified,Lower-Mid,0 or less,OH,3558
RENT,Verified,Low,,CT,3559
MORTGAGE,Source Verified,Lower-Mid,0 or less,GA,3560
OWN,Not Verified,Lower-Mid,,AR,3561
RENT,Source Verified,Low,0 or less,PA,3562
OWN,Source Verified,Lower-Mid,6-10,MA,3563
MORTGAGE,Verified,Upper-Mid,,SC,3564
MORTGAGE,Source Verified,High,0 or less,CO,3565
OWN,Verified,Upper-Mid,6-10,CT,3566
MORTGAGE,Source Verified,High,3-5,UT,3567
RENT,Source Verified,Lower-Mid,1-2,KS,3568
MORTGAGE,Verified,Upper-Mid,,MA,3569
RENT,Not Verified,Upper-Mid,3-5,OK,3570
RENT,Verified,High,3-5,PA,3571
MORTGAGE,Not Verified,Lower-Mid,6-10,WY,3572
MORTGAGE,Source Verified,Upper-Mid,6-10,SD,3573
MORTGAGE,Source Verified,Upper-Mid,0 or less,AL,3574
OWN,Verified,High,6-10,GA,3575
RENT,Source Verified,Lower-Mid,3-5,IN,3576
OWN,Source Verified,Low,6-10,MA,3577
RENT,Source Verified,Lower-Mid,,MA,3578
OWN,Verified,Upper-Mid,1-2,TX,3579
RENT,Source Verified,Upper-Mid,3-5,AR,3580
RENT,Verified,Low,6-10,RI,3581
OWN,Verified,High,3-5,GA,3582
OWN,Source Verified,Low,,MO,3583
MORTGAGE,Not Verified,Upper-Mid,1-2,LA,3584
MORTGAGE,Source Verified,Lower-Mid,1-2,MI,3585
OWN,Source Verified,Lower-Mid,3-5,AL,3586
MORTGAGE,Verified,Low,1-2,NM,3587
RENT,Verified,Lower-Mid,1-2,PA,3588
MORTGAGE,Source Verified,Upper-Mid,,MD,3589
MORTGAGE,Source Verified,High,0 or less,NH,3590
MORTGAGE,Source Verified,Upper-Mid,1-2,WI,3591
